area1 1DIP																	
10																	
11																	
3																	
"Type of measurement (0=app.resistivity,1=resistance)"																	
1																	
509																	
2																	
11																	
Chargeability																	
mV/V																	
2 0.01 0.02 0.02 0.80 0.50									resist	ip		a	b	m 	n		
4	540	0	530	0	460	0	470	0	0.202796	9.93629	0	55	54	47	48		
4	550	0	540	0	450	0	460	0	0.0761762	15.1428	0	56	55	46	47		
4	700	0	600	0	300	0	400	0	0.0270307	17.6232	0	71	61	31	41		
4	620	0	580	0	380	0	420	0	0.00982473	79.3191	0	63	59	39	43		
4	600	0	560	0	400	0	440	0	0.0424867	20.4303	0	61	57	41	45		
4	680	0	620	0	320	0	380	0	0.0106125	41.3865	0	69	63	33	39		
4	550	0	540	0	460	0	470	0	0.105776	12.747	0	56	55	47	48		
4	520	0	510	0	490	0	500	0	8.08937	9.96162	0	53	52	50	51		
4	530	0	520	0	480	0	490	0	3.16386	11.1316	0	54	53	49	50		
4	540	0	530	0	470	0	480	0	0.370931	9.36278	0	55	54	48	49		
4	540	0	530	0	480	0	490	0	1.39109	11.1183	0	55	54	49	50		
4	550	0	540	0	470	0	480	0	0.182146	11.6528	0	56	55	48	49		
4	560	0	550	0	460	0	470	0	0.0536598	12.9499	0	57	56	47	48		
4	600	0	540	0	420	0	480	0	0.988803	14.7365	0	61	55	43	49		
4	660	0	560	0	360	0	460	0	0.227795	32.5497	0	67	57	37	47		
4	560	0	540	0	460	0	480	0	0.433306	11.4198	0	57	55	47	49		
4	580	0	560	0	440	0	460	0	0.0702091	21.2912	0	59	57	45	47		
4	530	0	520	0	490	0	500	0	2.13423	10.3813	0	54	53	50	51		
4	540	0	520	0	480	0	500	0	7.42882	10.8575	0	55	53	49	51		
4	600	0	580	0	420	0	440	0	0.00947235	-38.3702	0	61	59	43	45		
4	540	0	530	0	490	0	500	0	0.738623	11.0227	0	55	54	50	51		
4	550	0	540	0	480	0	490	0	0.578012	12.5108	0	56	55	49	50		
4	560	0	550	0	470	0	480	0	0.0915976	10.4223	0	57	56	48	49		
4	530	0	520	0	500	0	510	0	12.8958	7.31915	0	54	53	51	52		
4	580	0	540	0	460	0	500	0	2.37876	13.0531	0	59	55	47	51		
4	640	0	580	0	400	0	460	0	0.0804238	38.988	0	65	59	41	47		
4	700	0	660	0	340	0	380	0	0.00769649	28.6409	0	71	67	35	39		
4	640	0	600	0	400	0	440	0	0.0147119	86.6978	0	65	61	41	45		
4	550	0	540	0	490	0	500	0	0.281679	13.5276	0	56	55	50	51		
4	700	0	640	0	340	0	400	0	0.0170819	31.5646	0	71	65	35	41		
4	600	0	580	0	440	0	460	0	0.0212609	33.5464	0	61	59	45	47		
4	640	0	560	0	400	0	480	0	0.461566	25.3215	0	65	57	41	49		
4	540	0	530	0	500	0	510	0	2.67823	7.5267	0	55	54	51	52		
4	680	0	640	0	360	0	400	0	0.0084932	27.8511	0	69	65	37	41		
4	600	0	560	0	440	0	480	0	0.313194	21.0783	0	61	57	45	49		
4	560	0	540	0	480	0	500	0	1.33752	12.6666	0	57	55	49	51		
4	620	0	580	0	420	0	460	0	0.0607705	35.496	0	63	59	43	47		
4	680	0	600	0	360	0	440	0	0.0443656	41.4115	0	69	61	37	45		
4	620	0	600	0	420	0	440	0	0.00693648	154.822	0	63	61	43	45		
4	560	0	550	0	480	0	490	0	0.327156	11.1679	0	57	56	49	50		
4	570	0	560	0	470	0	480	0	0.0608891	17.7934	0	58	57	48	49		
4	580	0	560	0	460	0	480	0	0.173273	16.7712	0	59	57	47	49		
4	560	0	550	0	490	0	500	0	0.149761	16.671	0	57	56	50	51		
4	540	0	530	0	510	0	520	0	4.18298	6.22767	0	55	54	52	53		
4	550	0	540	0	500	0	510	0	0.834058	9.28122	0	56	55	51	52		
4	570	0	560	0	480	0	490	0	0.168995	15.9388	0	58	57	49	50		
4	570	0	560	0	490	0	500	0	0.0807952	12.4079	0	58	57	50	51		
4	550	0	540	0	510	0	520	0	0.846316	8.46748	0	56	55	52	53		
4	560	0	540	0	500	0	520	0	2.42404	8.59305	0	57	55	51	53		
4	560	0	550	0	500	0	510	0	0.377839	8.90294	0	57	56	51	52		
4	620	0	600	0	440	0	460	0	0.0220545	41.6811	0	63	61	45	47		
4	620	0	560	0	440	0	500	0	1.02897	21.6183	0	63	57	45	51		
4	680	0	620	0	380	0	440	0	0.0198672	38.3379	0	69	63	39	45		
4	580	0	570	0	480	0	490	0	0.127646	15.9008	0	59	58	49	50		
4	680	0	580	0	380	0	480	0	0.237263	36.4354	0	69	59	39	49		
4	580	0	560	0	480	0	500	0	0.43377	16.5319	0	59	57	49	51		
4	600	0	580	0	460	0	480	0	0.0481172	31.4365	0	61	59	47	49		
4	550	0	540	0	520	0	530	0	6.33885	5.20385	0	56	55	53	54		
4	560	0	550	0	510	0	520	0	0.366092	8.62423	0	57	56	52	53		
4	580	0	570	0	490	0	500	0	0.0562124	22.6382	0	59	58	50	51		
4	570	0	560	0	500	0	510	0	0.200331	11.15	0	58	57	51	52		
4	600	0	560	0	480	0	520	0	1.29139	14.9651	0	61	57	49	53		
4	640	0	600	0	440	0	480	0	0.0908548	38.8315	0	65	61	45	49		
4	600	0	580	0	480	0	500	0	0.0999144	31.078	0	61	59	49	51		
4	700	0	620	0	380	0	460	0	0.0529732	31.1458	0	71	63	39	47		
4	660	0	580	0	420	0	500	0	0.461262	33.3855	0	67	59	43	51		
4	560	0	550	0	520	0	530	0	1.36179	5.76791	0	57	56	53	54		
4	570	0	560	0	510	0	520	0	0.173246	9.7886	0	58	57	52	53		
4	580	0	570	0	500	0	510	0	0.135971	13.0329	0	59	58	51	52		
4	620	0	580	0	460	0	500	0	0.307018	31.5912	0	63	59	47	51		
4	700	0	660	0	380	0	420	0	0.00721392	-125.354	0	71	67	39	43		
4	680	0	640	0	400	0	440	0	0.00874688	58.9464	0	69	65	41	45		
4	590	0	580	0	490	0	500	0	0.0206929	25.3693	0	60	59	50	51		
4	620	0	600	0	460	0	480	0	0.0424224	39.0227	0	63	61	47	49		
4	580	0	560	0	500	0	520	0	0.624456	10.6701	0	59	57	51	53		
4	640	0	620	0	440	0	460	0	0.00980773	34.8958	0	65	63	45	47		
4	560	0	550	0	530	0	540	0	8.10872	5.34598	0	57	56	54	55		
4	570	0	560	0	520	0	530	0	0.614833	7.58174	0	58	57	53	54		
4	580	0	570	0	510	0	520	0	0.114093	12.3314	0	59	58	52	53		
4	590	0	580	0	500	0	510	0	0.0505003	18.2986	0	60	59	51	52		
4	620	0	600	0	480	0	500	0	0.116151	30.1283	0	63	61	49	51		
4	580	0	560	0	520	0	540	0	3.86296	7.23173	0	59	57	53	55		
4	580	0	570	0	520	0	530	0	0.354321	10.1118	0	59	58	53	54		
4	640	0	620	0	460	0	480	0	0.0161503	37.2232	0	65	63	47	49		
4	590	0	580	0	510	0	520	0	0.0407388	17.0173	0	60	59	52	53		
4	640	0	580	0	460	0	520	0	0.598116	28.8163	0	65	59	47	53		
4	700	0	640	0	400	0	460	0	0.0293218	38.9659	0	71	65	41	47		
4	700	0	600	0	400	0	500	0	0.352557	36.1309	0	71	61	41	51		
4	600	0	580	0	500	0	520	0	0.132491	19.6405	0	61	59	51	53		
4	600	0	590	0	500	0	510	0	0.0227751	39.2337	0	61	60	51	52		
4	570	0	560	0	530	0	540	0	1.97078	6.03178	0	58	57	54	55		
4	570	0	560	0	540	0	550	0	5.88684	4.51444	0	58	57	55	56		
4	580	0	570	0	530	0	540	0	0.922566	8.72033	0	59	58	54	55		
4	590	0	580	0	520	0	530	0	0.126417	14.1486	0	60	59	53	54		
4	600	0	590	0	510	0	520	0	0.0179531	29.4302	0	61	60	52	53		
4	600	0	580	0	520	0	540	0	0.574866	14.1491	0	61	59	53	55		
4	660	0	640	0	460	0	480	0	0.00826696	67.5939	0	67	65	47	49		
4	600	0	590	0	520	0	530	0	0.0554593	24.8242	0	61	60	53	54		
4	680	0	620	0	440	0	500	0	0.116498	36.9702	0	69	63	45	51		
4	620	0	580	0	500	0	540	0	1.00757	19.1258	0	63	59	51	55		
4	680	0	640	0	440	0	480	0	0.0290941	39.2569	0	69	65	45	49		
4	640	0	620	0	480	0	500	0	0.032693	29.8252	0	65	63	49	51		
4	680	0	600	0	440	0	520	0	0.425407	34.5913	0	69	61	45	53		
4	620	0	600	0	500	0	520	0	0.0889018	31.1024	0	63	61	51	53		
4	580	0	570	0	540	0	550	0	1.6985	7.35424	0	59	58	55	56		
4	590	0	580	0	530	0	540	0	0.283369	11.3367	0	60	59	54	55		
4	640	0	600	0	480	0	520	0	0.258755	30.9183	0	65	61	49	53		
4	700	0	660	0	420	0	460	0	0.0159752	88.603	0	71	67	43	47		
4	600	0	590	0	530	0	540	0	0.109348	20.1619	0	61	60	54	55		
4	580	0	570	0	550	0	560	0	7.12913	5.47323	0	59	58	56	57		
4	590	0	580	0	540	0	550	0	0.420245	9.24109	0	60	59	55	56		
4	660	0	640	0	480	0	500	0	0.0121665	86.9538	0	67	65	49	51		
4	640	0	620	0	500	0	520	0	0.0208269	40.7893	0	65	63	51	53		
4	600	0	580	0	540	0	560	0	2.04591	8.80182	0	61	59	55	57		
4	600	0	590	0	540	0	550	0	0.140666	14.8532	0	61	60	55	56		
4	620	0	600	0	520	0	540	0	0.210527	25.0296	0	63	61	53	55		
4	590	0	580	0	550	0	560	0	1.15206	6.97952	0	60	59	56	57		
4	590	0	580	0	560	0	570	0	4.30299	5.10545	0	60	59	57	58		
4	600	0	590	0	550	0	560	0	0.331844	12.4635	0	61	60	56	57		
4	620	0	600	0	540	0	560	0	0.511565	22.2799	0	63	61	55	57		
4	700	0	660	0	460	0	500	0	0.0480409	25.2185	0	71	67	47	51		
4	640	0	600	0	520	0	560	0	0.845429	24.7207	0	65	61	53	57		
4	640	0	620	0	520	0	540	0	0.0452977	37.8201	0	65	63	53	55		
4	700	0	620	0	460	0	540	0	0.25346	38.4721	0	71	63	47	55		
4	700	0	640	0	460	0	520	0	0.0938838	40.226	0	71	65	47	53		
4	660	0	640	0	500	0	520	0	0.00835302	63.2025	0	67	65	51	53		
4	600	0	590	0	560	0	570	0	0.768203	8.11288	0	61	60	57	58		
4	680	0	640	0	480	0	520	0	0.0465023	45.3012	0	69	65	49	53		
4	680	0	660	0	480	0	500	0	0.0164029	21.843	0	69	67	49	51		
4	600	0	590	0	570	0	580	0	4.71117	5.31808	0	61	60	58	59		
4	660	0	640	0	520	0	540	0	0.0193964	57.2266	0	67	65	53	55		
4	680	0	660	0	500	0	520	0	0.00898026	42.9943	0	69	67	51	53		
4	620	0	600	0	560	0	580	0	2.89273	11.8119	0	63	61	57	59		
4	680	0	620	0	500	0	560	0	0.246299	38.7178	0	69	63	51	57		
4	640	0	620	0	540	0	560	0	0.0783657	33.8781	0	65	63	55	57		
4	680	0	640	0	520	0	560	0	0.0843412	41.8604	0	69	65	53	57		
4	700	0	660	0	500	0	540	0	0.0411044	36.9978	0	71	67	51	55		
4	700	0	680	0	500	0	520	0	0.00719605	48.8617	0	71	69	51	53		
4	640	0	620	0	560	0	580	0	0.194148	27.8506	0	65	63	57	59		
4	660	0	640	0	540	0	560	0	0.028295	47.5425	0	67	65	55	57		
4	680	0	660	0	520	0	540	0	0.0148823	36.1262	0	69	67	53	55		
4	660	0	640	0	560	0	580	0	0.0573611	45.3383	0	67	65	57	59		
4	680	0	660	0	540	0	560	0	0.0216412	40.4789	0	69	67	55	57		
4	640	0	620	0	580	0	600	0	0.413288	18.2398	0	65	63	59	61		
4	700	0	680	0	520	0	540	0	0.00984246	43.3047	0	71	69	53	55		
4	700	0	640	0	520	0	580	0	0.203123	42.6816	0	71	65	53	59		
4	700	0	660	0	540	0	580	0	0.0772519	37.8154	0	71	67	55	59		
4	660	0	640	0	580	0	600	0	0.0880986	59.8514	0	67	65	59	61		
4	680	0	660	0	560	0	580	0	0.0368761	26.6218	0	69	67	57	59		
4	680	0	640	0	560	0	600	0	0.23342	40.5321	0	69	65	57	61		
4	700	0	680	0	540	0	560	0	0.0126891	50.4487	0	71	69	55	57		
4	700	0	680	0	560	0	580	0	0.00560675	92.9687	0	71	69	57	59		
4	680	0	660	0	580	0	600	0	0.0509272	11.814	0	69	67	59	61		
4	660	0	640	0	600	0	620	0	2.94423	12.423	0	67	65	61	63		
4	680	0	660	0	600	0	620	0	0.59231	18.4544	0	69	67	61	63		
4	700	0	660	0	580	0	620	0	0.919456	21.0302	0	71	67	59	63		
4	700	0	680	0	580	0	600	0	-1.78288	2.7915	0	71	69	59	61		
4	700	0	680	0	600	0	620	0	2.05819	6.00805	0	71	69	61	63		
4	680	0	660	0	620	0	640	0	1.76029	5.91677	0	69	67	63	65		
4	700	0	680	0	620	0	640	0	0.451473	10.6986	0	71	69	63	65		
4	700	0	680	0	640	0	660	0	1.45652	0.00687455	0	71	69	65	67		
0																	
0																	
0																	
0																	
0																	
0																	
0																	
0																	
